"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"21.11.2021","5.630,0","5.746,0","5.927,0","5.324,0","939,71K","-2,02%"
"14.11.2021","5.746,0","5.700,0","5.927,0","5.634,0","564,27K","1,07%"
"07.11.2021","5.685,0","5.854,0","6.005,0","5.566,0","808,08K","-2,32%"
"31.10.2021","5.820,0","5.600,0","5.857,0","5.425,0","1,02M","3,89%"
"24.10.2021","5.602,0","5.711,0","5.885,0","5.488,0","849,50K","-1,75%"
"17.10.2021","5.702,0","5.936,0","6.130,0","5.658,0","702,97K","-3,88%"
"10.10.2021","5.932,0","5.818,0","5.946,0","5.355,0","872,12K","3,40%"
"03.10.2021","5.737,0","5.100,0","5.837,0","5.005,0","993,38K","12,16%"
"26.09.2021","5.115,0","5.061,0","5.240,0","4.975,0","541,91K","1,33%"
"19.09.2021","5.048,0","4.949,0","5.159,0","4.830,0","765,79K","2,25%"
"12.09.2021","4.937,0","4.840,0","5.190,0","4.802,0","871,67K","2,32%"
"05.09.2021","4.825,0","4.741,0","4.970,0","4.733,0","636,57K","2,14%"
"29.08.2021","4.724,0","4.660,0","4.910,0","4.642,0","867,66K","1,59%"
