"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"14.11.2021","3.245,5","3.436,5","3.597,0","3.180,5","39,81K","-4,74%"
"07.11.2021","3.407,0","3.359,0","3.548,0","3.266,5","36,59K","0,93%"
"31.10.2021","3.375,5","3.532,0","3.600,0","3.371,5","27,57K","-4,74%"
"24.10.2021","3.543,5","3.379,0","3.675,0","3.340,0","64,79K","6,09%"
"17.10.2021","3.340,0","3.252,0","3.673,0","3.229,0","54,85K","1,46%"
"10.10.2021","3.292,0","3.227,0","3.433,5","3.112,5","64,45K","2,06%"
"03.10.2021","3.225,5","2.956,0","3.400,0","2.930,0","64,87K","8,90%"
"26.09.2021","2.962,0","3.136,0","3.180,0","2.910,5","93,19K","-4,11%"
"19.09.2021","3.089,0","3.300,5","3.496,5","3.050,0","132,01K","-9,00%"
"12.09.2021","3.394,5","3.010,0","3.700,0","3.010,0","194,37K","13,17%"
"05.09.2021","2.999,5","2.870,0","3.000,0","2.850,0","53,66K","4,80%"
"29.08.2021","2.862,0","2.523,5","2.980,0","2.512,0","74,78K","13,93%"
